age,education,relationship,sex,race,income
42,HS-grad,Husband,Male,White,>50K
56,Masters,Husband,Male,White,>50K
40,Bachelors,Wife,Female,White,<=50K
33,HS-grad,Wife,Female,White,<=50K
31,HS-grad,Unmarried,Female,White,<=50K
30,HS-grad,Husband,Male,White,>50K
61,HS-grad,Husband,Male,White,>50K
59,9th,Husband,Male,White,>50K
49,Masters,Husband,Male,White,>50K
34,Bachelors,Husband,Male,White,>50K
37,Bachelors,Other-relative,Female,White,<=50K
55,HS-grad,Not-in-family,Female,White,<=50K
42,Assoc-voc,Husband,Male,White,>50K
37,Some-college,Husband,Male,White,<=50K
40,Some-college,Not-in-family,Female,White,>50K
30,Bachelors,Wife,Female,White,>50K
21,Assoc-acdm,Own-child,Male,White,<=50K
47,HS-grad,Unmarried,Female,White,<=50K
42,Masters,Not-in-family,Female,White,>50K
33,HS-grad,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,<=50K
79,Doctorate,Not-in-family,Male,White,>50K
69,HS-grad,Husband,Male,White,<=50K
48,HS-grad,Husband,Male,White,>50K
53,Masters,Husband,Male,White,>50K
54,Bachelors,Husband,Male,White,>50K
23,Some-college,Not-in-family,Male,White,>50K
42,11th,Wife,Female,White,<=50K
19,Some-college,Own-child,Male,White,<=50K
25,HS-grad,Own-child,Male,Black,<=50K
36,HS-grad,Not-in-family,Male,White,>50K
39,HS-grad,Wife,Female,White,>50K
41,Prof-school,Husband,Male,White,>50K
48,Some-college,Not-in-family,Male,White,<=50K
36,HS-grad,Husband,Male,White,>50K
49,Some-college,Husband,Male,White,>50K
46,HS-grad,Husband,Male,White,>50K
62,HS-grad,Husband,Male,White,>50K
22,Some-college,Not-in-family,Male,White,<=50K
47,Bachelors,Unmarried,Female,White,>50K
35,Bachelors,Husband,Male,White,>50K
48,Masters,Husband,Male,White,>50K
50,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
28,Some-college,Husband,Male,White,>50K
30,Some-college,Wife,Female,White,<=50K
31,HS-grad,Wife,Female,White,>50K
44,Some-college,Unmarried,Male,White,>50K
46,Masters,Unmarried,Male,White,<=50K
81,Prof-school,Husband,Male,White,>50K
41,Doctorate,Husband,Male,White,>50K
49,Some-college,Not-in-family,Male,White,>50K
23,Some-college,Other-relative,Male,White,<=50K
33,HS-grad,Husband,Male,White,>50K
30,Bachelors,Husband,Male,White,>50K
44,HS-grad,Not-in-family,Male,White,<=50K
60,Assoc-voc,Husband,Male,White,>50K
47,Bachelors,Husband,Male,White,>50K
21,11th,Own-child,Male,White,<=50K
33,Bachelors,Husband,Male,White,>50K
39,Bachelors,Husband,Male,White,>50K
22,Some-college,Not-in-family,Female,Black,<=50K
69,HS-grad,Husband,Male,White,>50K
20,Some-college,Own-child,Male,White,<=50K
30,Bachelors,Husband,Male,White,>50K
31,HS-grad,Husband,Male,White,<=50K
50,Bachelors,Unmarried,Female,White,<=50K
40,HS-grad,Husband,Male,White,<=50K
57,Some-college,Not-in-family,Male,White,<=50K
23,HS-grad,Own-child,Male,Asian-Pac-Islander,<=50K
58,10th,Husband,Male,White,>50K
55,Some-college,Husband,Male,White,>50K
21,HS-grad,Other-relative,Male,White,<=50K
32,HS-grad,Husband,Male,White,<=50K
50,HS-grad,Husband,Male,White,>50K
69,HS-grad,Husband,Male,White,<=50K
27,HS-grad,Husband,Male,White,<=50K
34,Some-college,Husband,Male,White,>50K
27,Masters,Own-child,Male,White,<=50K
26,HS-grad,Husband,Male,White,>50K
24,Some-college,Not-in-family,Female,White,<=50K
29,1st-4th,Husband,Male,White,<=50K
39,HS-grad,Husband,Male,White,>50K
19,HS-grad,Own-child,Male,White,<=50K
38,Some-college,Husband,Male,White,<=50K
25,HS-grad,Unmarried,Female,White,<=50K
46,Bachelors,Husband,Male,Black,<=50K
68,Bachelors,Husband,Male,White,>50K
22,Some-college,Not-in-family,Male,White,<=50K
35,HS-grad,Husband,Male,White,>50K
45,Bachelors,Husband,Male,White,>50K
25,HS-grad,Unmarried,Female,White,<=50K
42,Some-college,Husband,Male,White,<=50K
22,HS-grad,Own-child,Male,White,<=50K
54,Some-college,Not-in-family,Male,White,<=50K
37,Some-college,Husband,Male,White,<=50K
42,HS-grad,Husband,Male,White,>50K
38,Masters,Husband,Male,White,>50K
28,Some-college,Husband,Male,White,<=50K
58,HS-grad,Husband,Male,White,<=50K
31,HS-grad,Husband,Male,White,>50K
23,HS-grad,Own-child,Male,White,<=50K
45,Doctorate,Unmarried,Female,Black,>50K
33,9th,Husband,Male,White,<=50K
45,Assoc-acdm,Unmarried,Female,White,<=50K
43,HS-grad,Husband,Male,White,<=50K
42,Some-college,Husband,Male,White,>50K
19,HS-grad,Own-child,Female,White,<=50K
40,Some-college,Husband,Male,White,<=50K
21,Some-college,Own-child,Female,White,<=50K
53,Masters,Husband,Male,Asian-Pac-Islander,>50K
40,Prof-school,Husband,Male,White,>50K
40,Some-college,Wife,Female,White,>50K
21,Assoc-voc,Own-child,Male,White,<=50K
19,Some-college,Own-child,Female,White,<=50K
46,HS-grad,Husband,Male,Black,<=50K
49,Masters,Husband,Male,White,>50K
50,Some-college,Unmarried,Female,White,<=50K
64,Doctorate,Husband,Male,White,>50K
41,Some-college,Unmarried,Female,White,<=50K
39,Bachelors,Husband,Male,White,>50K
33,Bachelors,Wife,Female,White,>50K
37,Assoc-voc,Husband,Male,White,<=50K
33,HS-grad,Husband,Male,White,<=50K
49,Some-college,Not-in-family,Male,White,<=50K
38,Assoc-voc,Husband,Male,White,>50K
61,5th-6th,Husband,Male,Asian-Pac-Islander,>50K
43,HS-grad,Unmarried,Female,Black,<=50K
39,HS-grad,Husband,Male,White,>50K
22,Some-college,Own-child,Female,White,<=50K
47,Some-college,Not-in-family,Female,White,<=50K
35,Masters,Husband,Male,White,>50K
46,Bachelors,Husband,Male,White,>50K
22,Some-college,Not-in-family,Male,White,<=50K
62,Assoc-acdm,Not-in-family,Female,White,<=50K
45,Doctorate,Husband,Male,White,>50K
43,Bachelors,Husband,Male,White,>50K
20,Some-college,Other-relative,Male,Asian-Pac-Islander,<=50K
34,Assoc-voc,Husband,Male,White,<=50K
45,Doctorate,Husband,Male,White,>50K
17,11th,Own-child,Male,White,<=50K
72,Prof-school,Husband,Male,White,>50K
25,Bachelors,Own-child,Female,White,<=50K
28,Assoc-voc,Wife,Female,White,<=50K
72,Prof-school,Husband,Male,White,>50K
61,Some-college,Not-in-family,Female,White,<=50K
54,Masters,Not-in-family,Male,White,>50K
45,10th,Not-in-family,Female,Black,<=50K
34,5th-6th,Own-child,Male,White,<=50K
37,HS-grad,Wife,Female,White,>50K
48,Assoc-acdm,Husband,Male,White,>50K
33,HS-grad,Not-in-family,Female,White,<=50K
54,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
21,HS-grad,Own-child,Male,Black,<=50K
32,Bachelors,Husband,Male,White,>50K
46,11th,Wife,Female,Black,>50K
57,Masters,Unmarried,Male,White,>50K
65,7th-8th,Unmarried,Female,White,<=50K
61,HS-grad,Husband,Male,White,<=50K
43,Some-college,Not-in-family,Female,White,<=50K
33,Bachelors,Own-child,Male,White,<=50K
35,Masters,Husband,Male,White,>50K
52,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
43,Masters,Not-in-family,Male,White,>50K
51,HS-grad,Husband,Male,White,>50K
59,9th,Unmarried,Female,Black,<=50K
24,Bachelors,Husband,Male,White,>50K
26,Some-college,Husband,Male,White,<=50K
48,10th,Husband,Male,Black,<=50K
27,Some-college,Husband,Male,White,<=50K
24,HS-grad,Own-child,Male,White,<=50K
52,Doctorate,Husband,Male,White,>50K
36,Some-college,Unmarried,Female,White,<=50K
42,Assoc-acdm,Wife,Female,White,>50K
65,HS-grad,Other-relative,Female,White,<=50K
46,Assoc-acdm,Husband,Male,White,>50K
35,Some-college,Unmarried,Male,White,<=50K
48,HS-grad,Husband,Male,White,>50K
42,Some-college,Not-in-family,Female,White,<=50K
28,Some-college,Unmarried,Female,Black,<=50K
18,HS-grad,Own-child,Male,White,<=50K
43,Some-college,Unmarried,Female,Asian-Pac-Islander,<=50K
19,11th,Other-relative,Male,White,<=50K
50,HS-grad,Unmarried,Female,White,<=50K
43,Some-college,Husband,Male,White,>50K
34,Bachelors,Husband,Male,White,>50K
65,10th,Husband,Male,White,<=50K
35,HS-grad,Own-child,Male,White,<=50K
44,HS-grad,Not-in-family,Female,Asian-Pac-Islander,<=50K
59,Masters,Husband,Male,Asian-Pac-Islander,>50K
38,Masters,Husband,Male,White,>50K
23,Some-college,Unmarried,Female,White,<=50K
17,11th,Own-child,Female,White,<=50K
56,Some-college,Not-in-family,Female,White,>50K
31,Doctorate,Husband,Male,White,>50K
44,Bachelors,Husband,Male,White,>50K
65,HS-grad,Unmarried,Female,White,<=50K
29,Prof-school,Own-child,Male,White,>50K
34,HS-grad,Unmarried,Female,White,<=50K
45,HS-grad,Not-in-family,Male,White,>50K
45,Bachelors,Husband,Male,White,>50K
40,Some-college,Not-in-family,Male,White,<=50K
29,Bachelors,Not-in-family,Male,Black,<=50K
55,HS-grad,Husband,Male,White,>50K
30,HS-grad,Husband,Male,White,>50K
26,Some-college,Not-in-family,Female,White,<=50K
22,Bachelors,Not-in-family,Male,White,<=50K
39,Assoc-voc,Unmarried,Female,White,<=50K
40,HS-grad,Unmarried,Female,White,<=50K
43,Prof-school,Husband,Male,White,>50K
59,Some-college,Wife,Female,White,>50K
53,HS-grad,Husband,Male,White,>50K
54,Masters,Wife,Female,White,>50K
31,Bachelors,Husband,Male,White,>50K
48,HS-grad,Husband,Male,White,>50K
43,Bachelors,Not-in-family,Male,White,>50K
23,Some-college,Other-relative,Male,White,<=50K
19,HS-grad,Own-child,Female,White,<=50K
43,Bachelors,Not-in-family,Male,White,>50K
28,Assoc-acdm,Husband,Male,White,>50K
42,HS-grad,Husband,Male,White,>50K
65,Some-college,Husband,Male,Black,>50K
38,Bachelors,Husband,Male,White,>50K
65,Bachelors,Husband,Male,White,>50K
61,Bachelors,Not-in-family,Male,White,>50K
35,Some-college,Husband,Male,White,<=50K
21,HS-grad,Own-child,Female,White,<=50K
34,Some-college,Husband,Male,White,>50K
42,Masters,Not-in-family,Male,White,<=50K
48,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
25,HS-grad,Unmarried,Male,White,<=50K
54,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
48,HS-grad,Not-in-family,Female,White,>50K
36,Doctorate,Husband,Male,White,<=50K
24,Some-college,Own-child,Male,White,<=50K
38,Masters,Husband,Male,White,>50K
46,HS-grad,Wife,Female,White,>50K
31,HS-grad,Unmarried,Female,White,<=50K
37,Assoc-voc,Husband,Male,White,>50K
52,Bachelors,Husband,Male,White,>50K
26,Assoc-acdm,Own-child,Female,Black,<=50K
58,1st-4th,Unmarried,Male,Amer-Indian-Eskimo,<=50K
32,Some-college,Husband,Male,White,>50K
47,HS-grad,Husband,Male,Black,>50K
24,Bachelors,Other-relative,Female,White,<=50K
60,HS-grad,Husband,Male,White,<=50K
44,Some-college,Other-relative,Female,White,<=50K
43,Masters,Wife,Female,Black,>50K
58,HS-grad,Husband,Male,White,>50K
36,Some-college,Husband,Male,White,>50K
45,Some-college,Husband,Male,White,<=50K
33,Some-college,Wife,Female,Black,>50K
19,Some-college,Own-child,Male,White,<=50K
23,11th,Husband,Male,White,<=50K
47,Assoc-voc,Wife,Female,White,>50K
26,Bachelors,Other-relative,Male,White,<=50K
47,Bachelors,Husband,Male,Asian-Pac-Islander,<=50K
25,Assoc-voc,Own-child,Male,White,<=50K
52,Masters,Husband,Male,White,<=50K
67,Masters,Not-in-family,Male,White,>50K
54,Bachelors,Husband,Male,White,>50K
35,Prof-school,Husband,Male,White,>50K
38,Some-college,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,<=50K
22,Some-college,Wife,Female,White,>50K
31,Doctorate,Husband,Male,Asian-Pac-Islander,>50K
51,HS-grad,Husband,Male,White,>50K
21,HS-grad,Other-relative,Female,White,<=50K
18,11th,Own-child,Female,White,<=50K
33,Bachelors,Husband,Male,White,>50K
41,Bachelors,Husband,Male,White,>50K
31,HS-grad,Other-relative,Female,Black,<=50K
22,Bachelors,Not-in-family,Female,White,>50K
47,Some-college,Husband,Male,White,<=50K
58,Bachelors,Not-in-family,Female,White,>50K
31,HS-grad,Husband,Male,White,>50K
44,Bachelors,Own-child,Female,White,>50K
22,Some-college,Other-relative,Female,Black,<=50K
72,Doctorate,Husband,Male,White,>50K
19,HS-grad,Not-in-family,Female,White,<=50K
33,HS-grad,Husband,Male,White,>50K
36,Bachelors,Not-in-family,Male,White,<=50K
39,HS-grad,Not-in-family,Female,White,<=50K
42,Bachelors,Other-relative,Male,Black,<=50K
45,Bachelors,Husband,Male,White,>50K
55,Some-college,Unmarried,Female,Black,<=50K
45,10th,Husband,Male,White,<=50K
33,Some-college,Not-in-family,Female,Black,<=50K
59,Bachelors,Husband,Male,White,>50K
40,Bachelors,Husband,Male,White,>50K
62,Doctorate,Unmarried,Male,White,>50K
20,Assoc-voc,Own-child,Male,White,<=50K
26,Masters,Not-in-family,Male,White,>50K
55,Some-college,Husband,Male,Black,>50K
20,HS-grad,Other-relative,Male,White,<=50K
46,Masters,Husband,Male,White,>50K
20,Some-college,Own-child,Male,White,<=50K
38,Bachelors,Husband,Male,White,>50K
48,1st-4th,Husband,Male,White,<=50K
38,Bachelors,Husband,Male,White,>50K
36,Bachelors,Not-in-family,Male,White,>50K
30,Some-college,Husband,Male,White,>50K
18,11th,Own-child,Female,White,<=50K
38,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
19,HS-grad,Own-child,Male,White,<=50K
57,Masters,Husband,Male,White,>50K
52,Bachelors,Husband,Male,Black,>50K
54,Bachelors,Husband,Male,White,>50K
43,Assoc-acdm,Wife,Female,Black,<=50K
55,Bachelors,Husband,Male,White,>50K
34,Assoc-voc,Husband,Male,White,>50K
41,HS-grad,Husband,Male,White,>50K
21,7th-8th,Own-child,Male,White,<=50K
46,Bachelors,Unmarried,Female,Black,>50K
36,Prof-school,Husband,Male,White,<=50K
56,Some-college,Husband,Male,White,>50K
56,HS-grad,Not-in-family,Male,White,<=50K
46,Masters,Husband,Male,White,>50K
55,Masters,Husband,Male,White,>50K
24,HS-grad,Unmarried,Male,White,<=50K
79,Doctorate,Unmarried,Female,White,<=50K
38,Doctorate,Husband,Male,White,>50K
48,Some-college,Husband,Male,White,>50K
42,Masters,Not-in-family,Female,White,<=50K
38,HS-grad,Husband,Male,White,>50K
39,HS-grad,Husband,Male,White,<=50K
22,HS-grad,Own-child,Male,White,<=50K
35,HS-grad,Husband,Male,White,<=50K
45,Masters,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,>50K
63,7th-8th,Husband,Male,White,<=50K
42,Some-college,Husband,Male,White,>50K
24,Some-college,Own-child,Female,Black,<=50K
36,Masters,Husband,Male,White,>50K
38,HS-grad,Husband,Male,White,>50K
51,Assoc-acdm,Husband,Male,White,>50K
48,Doctorate,Husband,Male,White,>50K
52,HS-grad,Husband,Male,White,>50K
39,Bachelors,Wife,Female,White,>50K
43,Bachelors,Husband,Male,White,>50K
40,9th,Unmarried,Female,Black,<=50K
34,Bachelors,Not-in-family,Female,White,>50K
35,HS-grad,Husband,Male,White,<=50K
19,HS-grad,Not-in-family,Male,White,<=50K
27,Assoc-voc,Not-in-family,Male,White,>50K
22,Some-college,Not-in-family,Female,White,<=50K
37,Masters,Not-in-family,Male,White,>50K
51,HS-grad,Husband,Male,White,<=50K
24,Some-college,Husband,Male,White,>50K
36,HS-grad,Wife,Female,White,>50K
53,Bachelors,Husband,Male,White,>50K
17,9th,Own-child,Male,Black,<=50K
17,11th,Own-child,Female,White,<=50K
36,Masters,Husband,Male,Asian-Pac-Islander,<=50K
52,1st-4th,Husband,Male,White,>50K
55,Masters,Husband,Male,White,>50K
22,Some-college,Own-child,Male,White,<=50K
23,Some-college,Own-child,Male,White,<=50K
52,HS-grad,Husband,Male,White,>50K
57,Masters,Husband,Male,White,>50K
51,HS-grad,Husband,Male,White,>50K
34,Bachelors,Not-in-family,Male,White,<=50K
33,HS-grad,Husband,Male,White,<=50K
30,Assoc-acdm,Not-in-family,Male,Black,<=50K
34,HS-grad,Husband,Male,White,<=50K
45,Bachelors,Husband,Male,White,>50K
52,HS-grad,Not-in-family,Male,White,<=50K
59,HS-grad,Husband,Male,White,>50K
29,Bachelors,Not-in-family,Female,White,<=50K
47,HS-grad,Wife,Female,White,<=50K
51,Bachelors,Not-in-family,Female,White,<=50K
22,12th,Own-child,Male,Black,<=50K
42,Prof-school,Husband,Male,White,>50K
41,HS-grad,Husband,Male,White,>50K
41,11th,Not-in-family,Male,White,<=50K
37,Some-college,Husband,Male,Asian-Pac-Islander,>50K
42,HS-grad,Wife,Female,White,<=50K
45,Bachelors,Husband,Male,White,>50K
49,Some-college,Husband,Male,White,<=50K
33,HS-grad,Husband,Male,White,<=50K
24,HS-grad,Own-child,Female,White,<=50K
45,HS-grad,Husband,Male,White,<=50K
29,11th,Unmarried,Female,White,<=50K
52,Bachelors,Not-in-family,Female,White,>50K
60,Bachelors,Husband,Male,White,>50K
43,Bachelors,Husband,Male,White,>50K
70,Bachelors,Husband,Male,White,>50K
17,10th,Own-child,Female,Black,<=50K
29,Some-college,Wife,Female,White,>50K
34,HS-grad,Husband,Male,White,<=50K
59,Bachelors,Husband,Male,White,<=50K
44,Some-college,Unmarried,Male,White,<=50K
30,11th,Husband,Male,White,<=50K
31,Some-college,Husband,Male,White,>50K
51,Bachelors,Husband,Male,White,>50K
32,HS-grad,Husband,Male,White,<=50K
35,Some-college,Unmarried,Female,Amer-Indian-Eskimo,<=50K
28,Some-college,Own-child,Female,White,<=50K
59,Bachelors,Wife,Female,White,>50K
17,10th,Own-child,Female,White,<=50K
38,Bachelors,Husband,Male,White,>50K
37,Bachelors,Husband,Male,White,>50K
41,Some-college,Not-in-family,Male,White,>50K
59,Bachelors,Husband,Male,Black,>50K
42,Bachelors,Not-in-family,Female,White,>50K
18,10th,Own-child,Female,Black,<=50K
39,Assoc-acdm,Husband,Male,Black,>50K
28,Some-college,Husband,Male,White,>50K
40,Prof-school,Own-child,Female,Black,<=50K
35,Assoc-acdm,Not-in-family,Female,White,>50K
35,10th,Own-child,Male,White,<=50K
51,HS-grad,Not-in-family,Male,Black,<=50K
39,HS-grad,Husband,Male,White,>50K
26,Assoc-acdm,Not-in-family,Male,White,<=50K
46,Some-college,Husband,Male,Black,>50K
25,Assoc-acdm,Not-in-family,Female,Black,<=50K
43,Masters,Husband,Male,White,>50K
51,HS-grad,Husband,Male,White,<=50K
39,Assoc-voc,Husband,Male,White,<=50K
24,HS-grad,Not-in-family,Male,White,<=50K
23,Assoc-acdm,Own-child,Female,White,<=50K
23,Some-college,Own-child,Male,White,<=50K
26,HS-grad,Other-relative,Male,White,<=50K
53,Doctorate,Husband,Male,White,>50K
59,Assoc-voc,Husband,Male,White,>50K
44,Bachelors,Husband,Male,Black,>50K
40,1st-4th,Unmarried,Female,White,<=50K
18,Some-college,Own-child,Female,White,<=50K
44,Bachelors,Husband,Male,White,>50K
30,HS-grad,Wife,Female,White,<=50K
45,HS-grad,Husband,Male,White,>50K
38,HS-grad,Husband,Male,White,>50K
50,HS-grad,Husband,Male,White,<=50K
48,11th,Husband,Male,White,<=50K
46,Assoc-acdm,Husband,Male,White,>50K
51,Assoc-voc,Husband,Male,White,>50K
55,Bachelors,Husband,Male,White,>50K
38,10th,Unmarried,Male,Black,<=50K
38,7th-8th,Husband,Male,White,<=50K
33,11th,Own-child,Male,White,<=50K
59,HS-grad,Wife,Female,White,>50K
27,HS-grad,Husband,Male,White,<=50K
45,Bachelors,Husband,Male,White,>50K
34,Assoc-voc,Husband,Male,White,>50K
48,Some-college,Husband,Male,White,>50K
47,Masters,Husband,Male,White,>50K
28,Some-college,Unmarried,Male,White,>50K
46,HS-grad,Husband,Male,Black,>50K
28,HS-grad,Husband,Male,White,<=50K
20,HS-grad,Own-child,Female,White,<=50K
41,5th-6th,Husband,Male,White,<=50K
42,HS-grad,Husband,Male,White,>50K
54,Doctorate,Husband,Male,White,>50K
52,HS-grad,Not-in-family,Male,White,<=50K
35,Bachelors,Husband,Male,White,>50K
38,Some-college,Husband,Male,White,>50K
45,Some-college,Not-in-family,Female,White,<=50K
44,HS-grad,Wife,Female,White,>50K
42,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
53,Some-college,Unmarried,Female,White,<=50K
45,Masters,Husband,Male,White,>50K
50,Bachelors,Husband,Male,White,>50K
30,Assoc-acdm,Not-in-family,Male,White,<=50K
76,Bachelors,Husband,Male,White,>50K
74,Prof-school,Husband,Male,White,>50K
41,HS-grad,Not-in-family,Female,White,>50K
25,Some-college,Other-relative,Female,Other,<=50K
42,5th-6th,Husband,Male,White,<=50K
17,11th,Own-child,Male,Amer-Indian-Eskimo,<=50K
44,Some-college,Wife,Female,Other,>50K
45,Doctorate,Husband,Male,White,>50K
28,Assoc-voc,Not-in-family,Male,White,<=50K
31,HS-grad,Not-in-family,Male,White,>50K
46,Bachelors,Husband,Male,White,>50K
36,Assoc-acdm,Husband,Male,White,>50K
38,Bachelors,Not-in-family,Female,White,<=50K
23,Some-college,Other-relative,Female,White,<=50K
20,Some-college,Not-in-family,Female,White,<=50K
51,Bachelors,Wife,Female,Asian-Pac-Islander,<=50K
62,9th,Unmarried,Female,Black,<=50K
36,Bachelors,Not-in-family,Female,White,<=50K
39,Prof-school,Not-in-family,Male,White,>50K
38,Some-college,Husband,Male,White,>50K
38,Assoc-voc,Unmarried,Female,White,<=50K
59,HS-grad,Husband,Male,White,>50K
46,Bachelors,Husband,Male,White,>50K
43,Some-college,Not-in-family,Female,White,<=50K
62,Bachelors,Not-in-family,Female,White,>50K
39,Masters,Wife,Female,White,>50K
28,Bachelors,Not-in-family,Male,Black,>50K
25,HS-grad,Unmarried,Female,White,<=50K
47,Masters,Wife,Female,White,>50K
53,Prof-school,Not-in-family,Female,White,>50K
50,11th,Unmarried,Male,White,<=50K
37,Assoc-voc,Husband,Male,White,>50K
30,HS-grad,Husband,Male,White,>50K
46,5th-6th,Husband,Male,White,<=50K
39,HS-grad,Husband,Male,White,<=50K
59,HS-grad,Husband,Male,White,>50K
22,Some-college,Own-child,Male,White,<=50K
35,Assoc-voc,Wife,Female,White,<=50K
49,Assoc-acdm,Wife,Female,White,>50K
54,HS-grad,Husband,Male,White,>50K
20,Some-college,Own-child,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
49,Bachelors,Husband,Male,White,>50K
56,Some-college,Husband,Male,White,>50K
43,Masters,Husband,Male,White,>50K
30,Bachelors,Husband,Male,White,>50K
37,Masters,Husband,Male,White,>50K
41,Assoc-voc,Husband,Male,White,<=50K
41,HS-grad,Not-in-family,Male,White,<=50K
31,Bachelors,Husband,Male,White,>50K
59,Some-college,Husband,Male,White,>50K
58,HS-grad,Husband,Male,White,>50K
60,Prof-school,Husband,Male,White,>50K
38,Bachelors,Not-in-family,Male,White,<=50K
